"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
220000888,"SAN FRANCISCO GENERAL HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",30,"1001 POTRERO AVE","SAN FRANCISCO",94110,"Currin, Susan A","","","(415) 206-8100",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000063,"01Jul1953","14Apr2015","",37.755054,-122.405081,"(37.755054, -122.405081)"
30000047,"WESTERN SLOPE HEALTH CENTER","SKILLED NURSING FACILITY","LTC",99,"3280 WASHINGTON ST","PLACERVILLE",95667,"Hawkins, Douglas W","","(530) 626-1726","(530) 622-6842",80,"EL DORADO",3,"SACRAMENTO",30000033,"25Nov1970","07Jun2015","206090863",38.723013,-120.789086,"(38.723013, -120.789086)"
120001469,"REDWOOD SPRINGS HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",176,"1925 E HOUSTON AVE","VISALIA",93292,"Brooks, Michael","mbrooks@plum.com","(559) 732-6937","(559) 732-1020",640,"TULARE",12,"BAKERSFIELD",120000586,"","16Jun2015","206540828",36.341863,-119.271098,"(36.341863, -119.271098)"
30000024,"WESTVIEW HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",205,"12225 SHALE RIDGE LN","AUBURN",95602,"Pratt, Todd A","tpratt@plumh.com","(530) 885-1845","(530) 885-7511",410,"PLACER",3,"SACRAMENTO",30000049,"22Aug1973","07Jun2015","206310904",38.953036,-121.095016,"(38.953036, -121.095016)"
80001502,"BROOKDALE CARLSBAD","SKILLED NURSING FACILITY","LTC",45,"3140 EL CAMINO REAL","CARLSBAD",92008,"Hightower, Sasha","carlsbad-ed@emeritus.com","(760) 720-0175","(760) 720-9898",470,"SAN DIEGO",8,"SAN DIEGO NORTH",80000627,"08Mar1999","05Jun2015","206374272",33.174003,-117.324265,"(33.174003, -117.324265)"
30000023,"SONORA REGIONAL MEDICAL CENTER D/P SNF (UNIT 6)","SKILLED NURSING FACILITY","LTC",32,"179 FAIRVIEW LN","SONORA",95370,"Jahn, Andrew D","","","(209) 536-5000",650,"TUOLUMNE",3,"SACRAMENTO",30000094,"10Jul1957","01Nov2014","",37.978907,-120.391365,"(37.978907, -120.391365)"
30000020,"EAGLE CREST","SKILLED NURSING FACILITY","LTC",126,"8336 FAIR OAKS BLVD","CARMICHAEL",95608,"Hurrianko, Harumi","harumihurrianko@genesishcc.com","(916) 944-4202","(916) 944-3100",440,"SACRAMENTO",3,"SACRAMENTO",30000017,"01Nov1966","02Dec2014","206340819",38.636509,-121.307863,"(38.636509, -121.307863)"
30000019,"NORWOOD PINES ALZHEIMERS CENTER","SKILLED NURSING FACILITY","LTC",161,"500 JESSIE AVE","SACRAMENTO",95838,"Coleman, Brigitte","administrator@norwoodpinesalz.com","(916) 922-6951","(916) 922-7177",440,"SACRAMENTO",3,"SACRAMENTO",30000010,"01Mar1967","01May2015","206340789",38.644024,-121.454127,"(38.644024, -121.454127)"
30000012,"AVALON HEALTH CARE - SAN ANDREAS","SKILLED NURSING FACILITY","LTC",99,"900 MOUNTAIN RANCH RD","SAN ANDREAS",95249,"Buffington, Larry","","(209) 754-5621","(209) 754-3823",40,"CALAVERAS",3,"SACRAMENTO",30000135,"01Dec1969","01Apr2015","206051802",38.190195,-120.667886,"(38.190195, -120.667886)"
30000007,"MERCYCARE, MERCY GENERAL HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",38,"4001 J ST","SACRAMENTO",95819,"","","(916) 453-4356","(916) 453-4420",440,"SACRAMENTO",3,"SACRAMENTO",30000062,"01Jan1946","11Jun2015","",38.569349,-121.452238,"(38.569349, -121.452238)"
30000004,"ROSEVILLE POINT HEALTH & WELLNESS CENTER","SKILLED NURSING FACILITY","LTC",98,"600 SUNRISE AVE","ROSEVILLE",95661,"Louis, Dante","administrator@rosevillehc.com","(916) 782-0445","(916) 782-3131",410,"PLACER",3,"SACRAMENTO",30000045,"22Dec1969","28Apr2015","206310895",38.737474,-121.272043,"(38.737474, -121.272043)"
220001054,"GRANT CUESTA SUB-ACUTE AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",102,"1949 GRANT RD","MOUNTAIN VIEW",94040,"Logan, Jane","ccartney@covenantcare.com","(650) 965-7955","(650) 968-2990",530,"SANTA CLARA",22,"SAN FRANCISCO",220000430,"01Nov1985","06Mar2015","206431815",37.373463,-122.077688,"(37.373463, -122.077688)"
70000046,"GREENHILLS MANOR","SKILLED NURSING FACILITY","LTC",45,"238 VIRGINIA AVE","CAMPBELL",95008,"Basa, Edil  V","jmoralesrn@yahoo.com","(408) 379-0659","(408) 379-8114",530,"SANTA CLARA",7,"SAN JOSE",70000041,"03Jan1984","23Nov2014","206430767",37.283421,-121.962072,"(37.283421, -121.962072)"
70000044,"DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ","SKILLED NURSING FACILITY","LTC",92,"675 24TH AVE","SANTA CRUZ",95062,"Bogart, Gregory K","gkbogart@marinerhealthcare.com","(831) 475-6814","(831) 475-6323",540,"SANTA CRUZ",7,"SAN JOSE",70000033,"19Feb1964","01Nov2014","206440758",36.964754,-121.979576,"(36.964754, -121.979576)"
930000822,"WHITE MEMORIAL MEDICAL CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",27,"1720 E CESAR E CHAVEZ AVE","LOS ANGELES",90033,"Carmen, Robert G","","(323) 265-5038","",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000195,"01Jan1946","02Oct2014","",34.050853,-118.216909,"(34.050853, -118.216909)"
970000182,"MONTEREY PARK CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",89,"416 N GARFIELD AVE","MONTEREY PARK",91754,"Muir, Smita","admin.mp@mpowercom.net","(626) 280-9246","(626) 280-0280",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",970000087,"","30Nov2014","206190546",34.066724,-118.122845,"(34.066724, -118.122845)"
80001538,"FOUNTAIN CARE CENTER","SKILLED NURSING FACILITY","LTC",169,"1835 W LA VETA AVE","ORANGE",92868,"Fino, Geovany","afountaincare@skilledhc.com","(714) 978-0160","(714) 978-6800",400,"ORANGE",6,"ORANGE COUNTY",80000646,"01Sep1974","15Nov2014","206301174",33.780392,-117.872211,"(33.780392, -117.872211)"
70000012,"LINCOLN GLEN SKILLED NURSING","SKILLED NURSING FACILITY","LTC",59,"2671 PLUMMER AVE","SAN JOSE",95125,"Kroeker, Loren","lkroeker@lgmanor.org","(408) 265-2839","(408) 265-3222",530,"SANTA CLARA",7,"SAN JOSE",70000119,"22Apr1980","22Apr2015","206431530",37.276893,-121.895148,"(37.276893, -121.895148)"
970000169,"HERITAGE MANOR","SKILLED NURSING FACILITY","LTC",99,"610 N GARFIELD AVE","MONTEREY PARK",91754,"Chen-Campos, Janie","admin.hm@mpowercom.net","(626) 571-8461","(626) 573-3141",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",970000081,"","11Jan2015","206190313",34.068814,-118.122887,"(34.068814, -118.122887)"
20001250,"BELLAKEN SKILLED NURSING CENTER","SKILLED NURSING FACILITY","LTC",61,"2780 26TH AVE","OAKLAND",94601,"Leung, Belinda","","(510) 536-1806","(510) 536-1838",0,"ALAMEDA",2,"EAST BAY",20000634,"01Jun2000","31May2015","206010851",37.79287,-122.221569,"(37.79287, -122.221569)"
970000165,"ROSE GARDEN CONVALESCENT CENTER","SKILLED NURSING FACILITY","LTC",95,"1899 N RAYMOND AVE","PASADENA",91103,"PELLICER, RAYMOND","rosegardencc@sbcglobal.net","(626) 797-5824","(626) 797-2120",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",970000079,"01Jan1946","13Feb2015","206190270",34.178296,-118.149208,"(34.178296, -118.149208)"
250000064,"DEVONSHIRE CARE CENTER","SKILLED NURSING FACILITY","LTC",99,"1350 E DEVONSHIRE AVE","HEMET",92544,"Wright, James","adevonshie@skillrdhealthcare.com","(951) 929-5469","(951) 925-2571",430,"RIVERSIDE",25,"RIVERSIDE",250000144,"05Sep1969","15Nov2014","206331193",33.75129,-116.957732,"(33.75129, -116.957732)"
930001607,"KINDRED HOSPITAL - SANTA ANA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",54,"1901 COLLEGE AVE","SANTA ANA",92706,"Saunders, Brooke","meyers.mark@kindredhealth.com","(714) 547-2565","(714) 564-7800",400,"ORANGE",93,"LOS ANGELES COUNTY EAST",930000084,"27Jul1961","01Nov2014","106301167",33.762031,-117.891235,"(33.762031, -117.891235)"
930001558,"LOS ANGELES COMMUNITY HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",39,"4081 E OLYMPIC BLVD","LOS ANGELES",90023,"Anaya, Sandra","","(323) 265-2077","",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000039,"24Oct1957","15Mar2015","",34.019848,-118.186224,"(34.019848, -118.186224)"
930000059,"GLENDALE ADVENTIST MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",415,"1509 WILSON TER","GLENDALE",91206,"Roberts, Kevin A","Warren.Tetz@ah.org","(818) 546-5600","(818) 409-8000",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000059,"01Jan1946","01Jun2015","106190323",34.149408,-118.230323,"(34.149408, -118.230323)"
930001543,"KAISER FOUNDATION HOSPITAL - BALDWIN PARK","GENERAL ACUTE CARE HOSPITAL","Non-LTC",272,"1011 BALDWIN PARK BLVD","BALDWIN PARK",91706,"Pierce, Maggie","Ruth.A.Counts@kp.org","(626) 405-6281","(626) 851-5099",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000920,"","01Mar2015","106196035",34.066644,-117.98381,"(34.066644, -117.98381)"
50000054,"LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",110,"216 N 3RD ST","LOMPOC",93436,"Eriksen, Maren","","(805) 735-5955","(805) 736-3466",520,"SANTA BARBARA",5,"VENTURA",50000038,"01Jan1946","24Nov2014","",34.64133,-120.445146,"(34.64133, -120.445146)"
20000091,"PIEDMONT GARDENS HEALTH FACILITY","SKILLED NURSING FACILITY","LTC",94,"110 41ST ST","OAKLAND",94611,"Wittman, Daniel W","fdiamond@abhow.com","(510) 595-3514","(510) 654-7172",0,"ALAMEDA",2,"EAST BAY",20000088,"","01Nov2014","206010920",37.826126,-122.251294,"(37.826126, -122.251294)"
50000002,"SHORELINE CARE CENTER","SKILLED NURSING FACILITY","LTC",193,"5225 S J ST","OXNARD",93033,"Jordan, Cynthia S","","(805) 986-2524","(805) 488-3696",660,"VENTURA",5,"VENTURA",50000049,"22Jan1970","13Jan2015","206560509",34.152854,-119.186186,"(34.152854, -119.186186)"
40001364,"HANFORD NURSING AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",124,"1007 W LACEY BLVD","HANFORD",93230,"Fisher, Mark","hnrc@hanfordnrc.com","(559) 582-5853","(559) 582-2871",150,"KINGS",4,"FRESNO",40000529,"","08Jun2015","206160726",36.327997,-119.660191,"(36.327997, -119.660191)"
90000074,"COTTONWOOD CANYON HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",96,"1391 E MADISON AVE","EL CAJON",92021,"Nichol, Josh","","(619) 579-1686","(619) 444-1107",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000071,"23Nov1966","01Mar2015","206370740",32.800162,-116.931986,"(32.800162, -116.931986)"
930001410,"WHITTIER HOSPITAL MEDICAL CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",22,"9080 COLIMA RD","WHITTIER",90605,"","","(562) 693-7113","",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000402,"05May1957","01Dec2014","",33.949957,-118.004349,"(33.949957, -118.004349)"
240000027,"LOMA LINDA UNIVERSITY MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",371,"11234 ANDERSON ST","LOMA LINDA",92354,"Fike, Ruthita J","tokon@llu.edu","(909) 651-5758","(909) 558-4000",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000169,"01Jan1946","01Nov2014","106361246",34.049764,-117.263435,"(34.049764, -117.263435)"
10000936,"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP","SKILLED NURSING FACILITY","LTC",54,"1601 5TH AVE","SAN RAFAEL",94901,"Preston-Foo, Carmen","","(415) 456-9304","(415) 456-7170",310,"MARIN",11,"SANTA ROSA/REDWOOD COAST",10000353,"","17Dec2014","206210946",37.974862,-122.535364,"(37.974862, -122.535364)"
140000574,"ALHAMBRA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",44,"331 ILENE ST","MARTINEZ",94553,"Gilbert, Nina","nina@tranquilityinconline.com","(925) 228-8551","(925) 228-2020",60,"CONTRA COSTA",2,"EAST BAY",140000303,"","19Mar2015","206070892",38.008199,-122.133,"(38.008199, -122.133)"
40000019,"GOLDEN LIVING CENTER - CLOVIS","SKILLED NURSING FACILITY","LTC",57,"111 BARSTOW AVE","CLOVIS",93612,"Davis , Joshua L","","(559) 299-6467","(559) 299-2591",90,"FRESNO",4,"FRESNO",40000084,"","01Dec2014","206100694",36.815778,-119.707518,"(36.815778, -119.707518)"
40000015,"BETHEL LUTHERAN HOME, INC.","SKILLED NURSING FACILITY","LTC",59,"2280 DOCKERY AVE","SELMA",93662,"Steele, C.Kaylene","","(559) 896-6842","(559) 896-4900",90,"FRESNO",4,"FRESNO",40000077,"","31Dec2014","206100684",36.566644,-119.601731,"(36.566644, -119.601731)"
70001089,"CHILDREN'S RECOVERY CTR OF NORTHERN CAL. D/P SNF","SKILLED NURSING FACILITY","LTC",27,"3777 S BASCOM AVE","CAMPBELL",95008,"Friou, George W","","(408) 377-1139","(408) 558-3640",530,"SANTA CLARA",7,"SAN JOSE",70000320,"29May1992","17Jun2015","",37.25964,-121.947131,"(37.25964, -121.947131)"
220000039,"SAN FRANCISCO HEALTH CARE","SKILLED NURSING FACILITY","LTC",168,"1477 GROVE ST","SAN FRANCISCO",94117,"Hagar, III, James P","lana@sfhcr.com","(415) 922-4245","(415) 563-0565",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000011,"08Feb1971","28Nov2014","206380762",37.775556,-122.440752,"(37.775556, -122.440752)"
20000274,"THE REHABILITATION CENTER OF OAKLAND","SKILLED NURSING FACILITY","LTC",70,"210 40TH STREET WAY","OAKLAND",94611,"Wilbur, Chantal","","(510) 658-6353","(510) 658-2041",0,"ALAMEDA",2,"EAST BAY",20000269,"","13Nov2014","206010990",37.826949,-122.255015,"(37.826949, -122.255015)"
120000409,"RIDGECREST REGIONAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",72,"1081 N CHINA LAKE BLVD","RIDGECREST",93555,"Suver, CEO, Jim","stephanie.meeks@rrh.org","(760) 446-2254","(760) 446-3551",140,"KERN",12,"BAKERSFIELD",120000186,"30Sep1946","04Mar2015","106150782",35.640846,-117.669885,"(35.640846, -117.669885)"
930000611,"PACIFICA HOSPITAL OF THE VALLEY D/P SNF","SKILLED NURSING FACILITY","LTC",98,"9449 SAN FERNANDO RD","SUN VALLEY",91352,"Mariani, Ermano","","(818) 504-4709","",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000148,"30Dec1946","17Jan2015","",34.241118,-118.395691,"(34.241118, -118.395691)"
170001882,"PARIS-LAMB HEALTH CENTER","SKILLED NURSING FACILITY","LTC",39,"23370 ROAD 22","CHOWCHILLA",93610,"Rogelio, Davis","","","(559) 665-5531",300,"MADERA",15,"STATE FACILITIES SECTION",170000839,"26May1994","25May2015","",37.089055,-120.147133,"(37.089055, -120.147133)"
20000128,"ELMWOOD CARE CENTER","SKILLED NURSING FACILITY","LTC",77,"2829 SHATTUCK AVENUE","BERKELEY",94705,"Buot Jr., Ferdinand  G","","(510) 665-2808","(510) 665-2800",0,"ALAMEDA",2,"EAST BAY",20000032,"10Nov1991","30Mar2015","206010807",37.857364,-122.266738,"(37.857364, -122.266738)"
100000025,"ARDEN POST ACUTE REHAB","SKILLED NURSING FACILITY","LTC",177,"3400 ALTA ARDEN EXPY","SACRAMENTO",95825,"Farris, Janee","administrator@ardenpostacute.com","(916) 481-9845","(916) 481-5500",440,"SACRAMENTO",3,"SACRAMENTO",100000009,"01Jan1981","01Nov2014","206340788",38.598945,-121.384788,"(38.598945, -121.384788)"
20000119,"OAKHILL SPRINGS CARE CENTER","SKILLED NURSING FACILITY","LTC",44,"3145 HIGH ST","OAKLAND",94619,"Drake, Charles","administrator@oakhillsprings.com","(510) 436-2871","(510) 533-9970",0,"ALAMEDA",2,"EAST BAY",20000045,"","20Nov2014","206010845",37.785199,-122.199026,"(37.785199, -122.199026)"
50001173,"LOS ROBLES HOSPITAL & MEDICAL CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",42,"150 VIA MERIDA","WESTLAKE VILLAGE",91362,"Glassberg, Michael","","(805) 370-4545","(805) 370-4821",660,"VENTURA",5,"VENTURA",50000039,"07Nov1968","01Nov2014","",34.155528,-118.815795,"(34.155528, -118.815795)"
50000141,"OJAI VALLEY COMMUNITY HOSPITAL","SKILLED NURSING FACILITY","LTC",66,"1306 MARICOPA HWY","OJAI",93023,"Lashkari, Haady","","(805) 640-2324","(805) 646-1401",660,"VENTURA",5,"VENTURA",50000045,"01Oct2000","01Jun2015","",34.442382,-119.264806,"(34.442382, -119.264806)"
90000092,"VALLEY CONVALESCENT CENTER","SKILLED NURSING FACILITY","LTC",123,"1700 S IMPERIAL AVE","EL CENTRO",92243,"Moran, Susan","valleyconvalescent@yahoo.com","(760) 352-5573","(760) 352-8471",120,"IMPERIAL",9,"SAN DIEGO SOUTH",90000103,"29Jul1963","15Feb2015","206130785",32.778182,-115.569689,"(32.778182, -115.569689)"
50000139,"BAYSIDE CARE CENTER","SKILLED NURSING FACILITY","LTC",145,"1405 TERESA DR","MORRO BAY",93442,"Lindsey, Linda","","(805) 772-2536","(805) 772-2237",500,"SAN LUIS OBISPO",5,"VENTURA",50000043,"01Sep1972","01Nov2014","206400497",35.364965,-120.825454,"(35.364965, -120.825454)"
30001825,"DELTA REHABILITATION & CARE CENTER","SKILLED NURSING FACILITY","LTC",74,"1334 S HAM LN","LODI",95242,"Lyons, Blaine  E","b.lyons@deltarehabcare.com","(209) 224-5262","(209) 334-3825",490,"SAN JOAQUIN",3,"SACRAMENTO",30000138,"14Aug1980","23Feb2015","206391887",38.115939,-121.287997,"(38.115939, -121.287997)"
90000084,"ST. PAUL'S HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"235 NUTMEG ST","SAN DIEGO",92103,"McBee, Brian","administrator@stpaulsenior.org","(619) 239-1256","(619) 239-2097",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000181,"","04Jan2015","206371598",32.733451,-117.162595,"(32.733451, -117.162595)"
50000131,"VINEYARD HILLS HEALTH CENTER","SKILLED NURSING FACILITY","LTC",99,"290 HEATHER CT","TEMPLETON",93465,"Weaver, Brian","","","(805) 434-3035",500,"SAN LUIS OBISPO",5,"VENTURA",50000125,"10Apr1986","24Jan2015","206401892",35.553436,-120.717645,"(35.553436, -120.717645)"
930000012,"BEVERLY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",224,"309 W BEVERLY BLVD","MONTEBELLO",90640,"Cheng, Alice","gkiff@beverly.org","(323) 725-4338","(323) 726-1222",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000389,"01May1986","01May2015","106190081",34.014005,-118.099788,"(34.014005, -118.099788)"
220000060,"KINDRED NURSING AND REHABILITATION-NINETEENTH AVENUE","SKILLED NURSING FACILITY","LTC",140,"2043 19TH AVE","SAN FRANCISCO",94116,"Brugh, Anita","","(415) 566-7154","(415) 661-8787",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000024,"31Oct1980","07Feb2015","206380814",37.749627,-122.476198,"(37.749627, -122.476198)"
20000036,"WINDSOR PARK CARE CENTER OF FREMONT","SKILLED NURSING FACILITY","LTC",85,"2400 PARKSIDE DR","FREMONT",94536,"Cruz, Cynthia","ccruz@windsorcares.com","(510) 793-3534","(510) 793-7222",0,"ALAMEDA",2,"EAST BAY",20000085,"","26Dec2014","206010915",37.559405,-121.981895,"(37.559405, -121.981895)"
90000034,"SHEA FAMILY CARE PARKSIDE","SKILLED NURSING FACILITY","LTC",52,"444 W LEXINGTON AVE","EL CAJON",92020,"Oldroyd, Matthew (Matt)","","(619) 447-0641","(619) 442-7744",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000068,"01Oct1986","30Nov2014","206370737",32.792716,-116.967204,"(32.792716, -116.967204)"
220000046,"CENTRAL GARDENS","SKILLED NURSING FACILITY","LTC",92,"1355 ELLIS ST","SAN FRANCISCO",94115,"Webster, Mary","cgch_rob@pacbell.net","(415) 567-5933","(415) 567-2967",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000013,"","28Feb2015","206380772",37.782853,-122.428633,"(37.782853, -122.428633)"
90000065,"BALBOA NURSING & REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",194,"3520 4TH AVE","SAN DIEGO",92103,"Gill, Daniel (Dan) David","Ken@sterlinghc.com","(619) 291-1671","(619) 291-5270",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000057,"17Sep1969","30Nov2014","206370719",32.741974,-117.161567,"(32.741974, -117.161567)"
90000057,"LA MESA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",94,"3780 MASSACHUSETTS AVE","LA MESA",91941,"Jimenez, John","jjimenez@plumh.com","(619) 465-8429","(619) 465-1313",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000007,"","01Nov2014","206370769",32.745901,-117.042907,"(32.745901, -117.042907)"
20000066,"VALLEY POINTE NURSING & REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",50,"20090 STANTON AVENUE","CASTRO VALLEY",94546,"Brinton, Joseph","VPAdmin@Foresightms.com","(510) 538-3233","(510) 538-8464",0,"ALAMEDA",2,"EAST BAY",20000016,"","01May2015","206010770",37.697499,-122.091034,"(37.697499, -122.091034)"
90000011,"POINT LOMA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",133,"3202 DUKE ST","SAN DIEGO",92110,"Kambo, Amanpreet","","(619) 224-1309","(619) 224-4141",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000088,"","12Jun2015","206370763",32.752867,-117.21876,"(32.752867, -117.21876)"
140000118,"WASHINGTON HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",341,"2000 MOWRY AVENUE","FREMONT",94538,"Farber, Nancy D","","(510) 791-0121","(510) 797-1111",0,"ALAMEDA",2,"EAST BAY",140000116,"","01Dec2014","106010987",37.557637,-121.98092,"(37.557637, -121.98092)"
220000023,"CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",185,"601 DUBOCE AVE","SAN FRANCISCO",94117,"Davies, Grant","","(415) 600-8666","(415) 600-6000",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000197,"","28May2015","106380933",37.769089,-122.434692,"(37.769089, -122.434692)"
70000868,"O'CONNOR HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",24,"2105 FOREST AVE","SAN JOSE",95128,"","","(408) 947-3468","(408) 947-2564",530,"SANTA CLARA",7,"SAN JOSE",70000072,"01Feb1980","01Jan2015","",37.327082,-121.937278,"(37.327082, -121.937278)"
220000512,"LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF","SKILLED NURSING FACILITY","LTC",769,"375 LAGUNA HONDA BLVD","SAN FRANCISCO",94116,"Hirose, Mivic","","(415) 759-2374","(415) 759-2300",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000040,"","01Nov2014","",37.747515,-122.458773,"(37.747515, -122.458773)"
20000048,"CHAPARRAL HOUSE","SKILLED NURSING FACILITY","LTC",49,"1309 ALLSTON WAY","BERKELEY",94702,"Page, KJ","","(510) 848-2438","(510) 848-8774",0,"ALAMEDA",2,"EAST BAY",20000156,"","02Jun2015","206011527",37.866911,-122.285621,"(37.866911, -122.285621)"
90000028,"VILLA LAS PALMAS HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",151,"622 S ANZA ST","EL CAJON",92020,"Chancler, Erin","","(619) 442-6177","(619) 442-0544",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000026,"01Mar1971","01Jun2015","206370670",32.78949,-116.948226,"(32.78949, -116.948226)"
50000075,"VISTA DEL MONTE","SKILLED NURSING FACILITY","LTC",29,"3775 MODOC RD","SANTA BARBARA",93105,"Swales, Keli","","(805) 687-6350","(805) 687-0793",520,"SANTA BARBARA",5,"VENTURA",50000075,"06Dec1965","29Nov2014","206420543",34.431451,-119.746106,"(34.431451, -119.746106)"
90000020,"ELDORADO CARE CENTER, LP","SKILLED NURSING FACILITY","LTC",256,"510 E WASHINGTON AVE","EL CAJON",92020,"Ricacho, Gerlyn","gricacho@eldoradocare.com","(619)447-2042","(619) 440-1211",470,"SAN DIEGO",9,"SAN DIEGO SOUTH",90000117,"23Mar1962","18Nov2014","206370853",32.787696,-116.955691,"(32.787696, -116.955691)"
50000067,"THOUSAND OAKS HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",123,"93 W AVENIDA DE LOS ARBOLES","THOUSAND OAKS",91360,"Pham, Anthony H","","(805) 241-8925","(805) 492-2444",660,"VENTURA",5,"VENTURA",50000065,"01Jul1965","15Nov2014","206560531",34.218556,-118.877262,"(34.218556, -118.877262)"
20000028,"BERKELEY PINES SKILLED NURSING CENTER","SKILLED NURSING FACILITY","LTC",36,"2223 ASHBY AVENUE","BERKELEY",94705,"Wong, May","","(510) 843-2711","(510) 649-6670",0,"ALAMEDA",2,"EAST BAY",20000011,"08Jun2004","23May2015","206010757",37.855825,-122.262629,"(37.855825, -122.262629)"
